Epoch,Batch Time,Data Time,Loss,Prec@1,Prec@3,lr
43,0.054,0.005,1.5930800437927246,46.29899978637695,75.39910125732422,1.0000000000000004e-08
44,0.055,0.006,1.5666500329971313,48.83890151977539,76.70539855957031,1.0000000000000004e-08
45,0.055,0.006,1.62214994430542,46.15380096435547,75.54429626464844,1.0000000000000004e-08
46,0.054,0.005,1.610550045967102,46.661800384521484,75.03630065917969,1.0000000000000004e-08
47,0.054,0.004,1.6217199563980103,44.2671012878418,75.10890197753906,1.0000000000000004e-08
48,0.054,0.005,1.6011300086975098,47.1697998046875,77.14080047607422,1.0000000000000004e-08
49,0.054,0.005,1.6311500072479248,45.28300094604492,75.4717025756836,1.0000000000000004e-08
0,0.057,0.007,3.1944799423217773,19.158199310302734,43.686500549316406,0.01
1,0.049,0.003,2.3312299251556396,32.14799880981445,59.79679870605469,0.01
2,0.052,0.006,2.0914499759674072,37.88100051879883,67.34400177001953,0.01
3,0.051,0.005,1.8751399517059326,42.88819885253906,72.42379760742188,0.01
4,0.052,0.005,1.561079978942871,50.72570037841797,77.28589630126953,0.01
5,0.052,0.006,1.3626999855041504,56.53120040893555,82.14800262451172,0.01
6,0.054,0.007,1.0561800003051758,66.3280029296875,86.35700225830078,0.001
7,0.053,0.006,0.8994500041007996,70.53700256347656,89.84040069580078,0.001
8,0.052,0.005,0.8741099834442139,72.20610046386719,90.27580261230469,0.001
9,0.052,0.005,0.832830011844635,71.77069854736328,91.21920013427734,0.0001
10,0.052,0.005,0.8298900127410889,72.49639892578125,90.20320129394531,0.0001
11,0.053,0.006,0.8396199941635132,73.51229858398438,89.69519805908203,0.0001
12,0.052,0.006,0.8603799939155579,71.6980972290039,89.3323974609375,0.0001
13,0.051,0.005,0.8124600052833557,72.7865982055664,90.49349975585938,1e-05
14,0.052,0.005,0.8309400081634521,72.56890106201172,89.9854965209961,1e-05
15,0.052,0.005,0.8091199994087219,73.58489990234375,91.00140380859375,1e-05
16,0.052,0.005,0.7922899723052979,73.87519836425781,91.29170227050781,1e-05
17,0.051,0.004,0.8104299902915955,71.77069854736328,91.5093994140625,1.0000000000000002e-06
18,0.052,0.005,0.805109977722168,73.14949798583984,90.27580261230469,1.0000000000000002e-06
19,0.052,0.005,0.8248599767684937,72.85919952392578,90.05799865722656,1.0000000000000002e-06
20,0.053,0.006,0.8482000231742859,73.4397964477539,89.40489959716797,1.0000000000000002e-07
21,0.051,0.004,0.8108500242233276,72.49639892578125,90.8563003540039,1.0000000000000002e-07
22,0.052,0.005,0.8299599885940552,73.58489990234375,90.49349975585938,1.0000000000000004e-08
23,0.053,0.006,0.7600299715995789,74.74600219726562,92.16259765625,1.0000000000000004e-08
24,0.052,0.005,0.8107799887657166,72.6415023803711,90.4208984375,1.0000000000000004e-08
25,0.051,0.004,0.8296800255775452,71.6980972290039,90.27580261230469,1.0000000000000004e-08
26,0.052,0.005,0.8050299882888794,73.00440216064453,91.00140380859375,1.0000000000000004e-08
27,0.052,0.005,0.8191400170326233,72.49639892578125,90.13059997558594,1.0000000000000004e-08
28,0.051,0.005,0.8434100151062012,72.42379760742188,90.05799865722656,1.0000000000000004e-08
29,0.051,0.005,0.7883599996566772,72.3511962890625,91.72709655761719,1.0000000000000004e-08
30,0.052,0.005,0.7962999939918518,72.71410369873047,91.29170227050781,1.0000000000000004e-08
31,0.051,0.004,0.7988700270652771,72.20610046386719,91.21920013427734,1.0000000000000004e-08
32,0.052,0.006,0.7839400172233582,74.09290313720703,91.72709655761719,1.0000000000000004e-08
33,0.052,0.005,0.8034800291061401,73.58489990234375,90.8563003540039,1.0000000000000004e-08
34,0.051,0.004,0.7916399836540222,73.80259704589844,91.58200073242188,1.0000000000000004e-08
35,0.051,0.005,0.7867599725723267,73.58489990234375,90.92890167236328,1.0000000000000004e-08
36,0.051,0.005,0.7774699926376343,74.5282974243164,91.43689727783203,1.0000000000000004e-08
37,0.052,0.005,0.7842000126838684,73.80259704589844,91.21920013427734,1.0000000000000004e-08
38,0.051,0.005,0.821179986000061,72.13349914550781,90.8563003540039,1.0000000000000004e-08
39,0.051,0.005,0.8174399733543396,73.7300033569336,91.36430358886719,1.0000000000000004e-08
40,0.051,0.005,0.8192999958992004,73.29460144042969,90.63860321044922,1.0000000000000004e-08
41,0.051,0.005,0.8050299882888794,73.4397964477539,90.49349975585938,1.0000000000000004e-08
42,0.052,0.005,0.7767300009727478,73.7300033569336,92.01740264892578,1.0000000000000004e-08
43,0.052,0.005,0.8022400140762329,73.51229858398438,90.34829711914062,1.0000000000000004e-08
44,0.052,0.006,0.8280900120735168,72.13349914550781,90.71119689941406,1.0000000000000004e-08
45,0.051,0.005,0.8197600245475769,73.14949798583984,91.65460205078125,1.0000000000000004e-08
46,0.051,0.005,0.8019899725914001,73.51229858398438,91.21920013427734,1.0000000000000004e-08
47,0.051,0.005,0.8349199891090393,72.56890106201172,89.47750091552734,1.0000000000000004e-08
48,0.051,0.005,0.8491399884223938,72.49639892578125,89.91290283203125,1.0000000000000004e-08
49,0.051,0.005,0.8183199763298035,73.00440216064453,90.8563003540039,1.0000000000000004e-08
